SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07
#										
###Block: Standard Companions										
# Class of the Master	Type									
FOLLOWER:NormalMount=1	TYPE:Mount									
FOLLOWER:NormalFollower=1	TYPE:Follower									

FOLLOWER:SummonMonsterILVL=1	TYPE:Summon Monster I									
FOLLOWER:SummonMonsterIILVL=1	TYPE:Summon Monster II									
FOLLOWER:SummonMonsterIIILVL=1	TYPE:Summon Monster III									
FOLLOWER:SummonMonsterIVLVL=1	TYPE:Summon Monster IV									
FOLLOWER:SummonMonsterVLVL=1	TYPE:Summon Monster V									
FOLLOWER:SummonMonsterVILVL=1	TYPE:Summon Monster VI									
FOLLOWER:SummonMonsterVIILVL=1	TYPE:Summon Monster VII									
FOLLOWER:SummonMonsterVIIILVL=1	TYPE:Summon Monster VIII									
FOLLOWER:SummonMonsterIXLVL=1	TYPE:Summon Monster IX									

###Block:Special Mount										
FOLLOWER:SpecialMountLVL=5	TYPE:Special Mount	HD:2	BONUS:COMBAT|AC|4|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	DEFINESTAT:MINVALUE|INT|6	ABILITY:Special Ability|AUTOMATIC|Special Mount ~ Empathic Link|Special Mount ~ Improved Evasion|Special Mount ~ Share Saving Throws|Special Mount ~ Share Spells	BONUS:VAR|BardingAllowed|1|TYPE=Base
FOLLOWER:SpecialMountLVL=8	TYPE:Special Mount	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	DEFINESTAT:MINVALUE|INT|7	ABILITY:Special Ability|AUTOMATIC|Special Mount ~ Improved Speed				
FOLLOWER:SpecialMountLVL=11	TYPE:Special Mount	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	DEFINESTAT:MINVALUE|INT|8	ABILITY:Special Ability|AUTOMATIC|Special Mount ~ Command				
FOLLOWER:SpecialMountLVL=15	TYPE:Special Mount	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	DEFINESTAT:MINVALUE|INT|9	ABILITY:Special Ability|AUTOMATIC|Special Mount ~ Spell Resistance	SR:mastervar("SpecialMountLVL")+5			
										
###Block:Animal Companion										
FOLLOWER:AnimalCompanionLVL=1	TYPE:Animal Companion					ABILITY:Special Ability|AUTOMATIC|Animal Companion ~ Link|Animal Companion ~ Share Spells|Animal Tricks and Training|Bonus Tricks	DEFINE:BonusTricks|0	BONUS:VAR|BonusTricks|1		DEFINE:SecondAttack|0
FOLLOWER:AnimalCompanionLVL=3	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1	ABILITY:Special Ability|AUTOMATIC|Animal Companion ~ Evasion		BONUS:VAR|BonusTricks|1		
FOLLOWER:AnimalCompanionLVL=6	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1	ABILITY:Special Ability|AUTOMATIC|Animal Companion ~ Devotion		BONUS:VAR|BonusTricks|1		
FOLLOWER:AnimalCompanionLVL=9	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1	ABILITY:Special Ability|AUTOMATIC|Animal Companion ~ Multiattack		BONUS:VAR|BonusTricks|1		
FOLLOWER:AnimalCompanionLVL=12	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1			BONUS:VAR|BonusTricks|1		
FOLLOWER:AnimalCompanionLVL=15	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1	ABILITY:Special Ability|AUTOMATIC|Animal Companion ~ Improved Evasion		BONUS:VAR|BonusTricks|1		
FOLLOWER:AnimalCompanionLVL=18	TYPE:Animal Companion	HD:2	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.STACK	BONUS:STAT|STR|1	BONUS:STAT|DEX|1			BONUS:VAR|BonusTricks|1		
										
###Block:Familiar										
FOLLOWER:FamiliarLVL=1	TYPE:Familiar	COPYMASTERBAB:MASTER	COPYMASTERCHECK:MASTER	COPYMASTERHP:max(1,MASTER/2)	USEMASTERSKILL:YES	TEMPLATE:Familiar Race Change				
FOLLOWER:FamiliarLVL=1	TYPE:Familiar		BONUS:COMBAT|AC|(mastervar("FamiliarLVL")+1)/2|TYPE=NaturalArmor.STACK		DEFINESTAT:MINVALUE|INT|5+((mastervar("FamiliarLVL")+1)/2)	ABILITY:Special Ability|AUTOMATIC|Familiar ~ Empathic Link|Familiar ~ Alertness|Familiar ~ Improved Evasion|Familiar ~ Share Spells				
FOLLOWER:FamiliarLVL=3	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Deliver Touch Spells				
FOLLOWER:FamiliarLVL=5	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Speak with Master				
FOLLOWER:FamiliarLVL=7	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Speak with Animals of Its Kind				
FOLLOWER:FamiliarLVL=11	TYPE:Familiar						SR:(mastervar("FamiliarLVL")+5)			
FOLLOWER:FamiliarLVL=13	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Scry on Familiar				
										
###Block:Familiar Bonus to Master										
MASTERBONUSRACE:Animal (Bat)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Bat				
MASTERBONUSRACE:Animal (Cat)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Cat				
MASTERBONUSRACE:Animal (Hawk)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Hawk				
MASTERBONUSRACE:Animal (Lizard)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Lizard				
MASTERBONUSRACE:Animal (Owl)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Owl				
MASTERBONUSRACE:Animal (Rat)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Rat				
MASTERBONUSRACE:Animal (Raven)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Raven				
MASTERBONUSRACE:Animal (Snake (Viper/Tiny))	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Snake (Viper/Tiny)				
MASTERBONUSRACE:Animal (Toad)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Toad				
MASTERBONUSRACE:Animal (Weasel)	TYPE:Familiar					ABILITY:Special Ability|AUTOMATIC|Familiar ~ Weasel				

###Block:Augment Summoning
FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster I	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster I	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster I	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster II	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster II	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster II	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster III	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster III	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster III	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster IV	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster IV	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster IV	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster V	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster V	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster V	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster VI	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster VI	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster VI	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster VII	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster VII	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster VII	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster VIII	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster VIII	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=20	TYPE:Summon Monster VIII	BONUS:STAT|STR,CON|8|TYPE=Enhancement				

FOLLOWER:AugmentSummoning=1	TYPE:Summon Monster IX	BONUS:STAT|STR,CON|4|TYPE=Enhancement				
FOLLOWER:AugmentSummoning=10	TYPE:Summon Monster IX	BONUS:STAT|STR,CON|6|TYPE=Enhancement				
