SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08

###BLOCK: Races																																																																	
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	MOVE:	FACE:	REACH:	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								MONCSKILL:	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS:	RACETYPE:	RACESUBTYPE:	TYPE:	Template			Hit Dice	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	CR:	SOURCEPAGE:	Innate Spells	
Aasimar				SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Aasimar										RACETYPE:Humanoid	RACESUBTYPE:Aasimar	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Dragonborn				SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Dragonborn										RACETYPE:Humanoid	RACESUBTYPE:Dragonborn	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Dwarf				SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Dwarf										RACETYPE:Humanoid	RACESUBTYPE:Dwarf	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Elf					SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Elf										RACETYPE:Humanoid	RACESUBTYPE:Elf	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Gnome				SIZE:S	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Gnome										RACETYPE:Humanoid	RACESUBTYPE:Gnome	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Goliath				SIZE:M	MOVE:Walk,35																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Goliath										RACETYPE:Humanoid	RACESUBTYPE:Goliath	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Halfling			SIZE:S	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Halfling										RACETYPE:Humanoid	RACESUBTYPE:Halfling	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Human				SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Human										RACETYPE:Humanoid	RACESUBTYPE:Human	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Orc					SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Orc										RACETYPE:Humanoid	RACESUBTYPE:Orc	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC
Tiefling			SIZE:M	MOVE:Walk,30																															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Tiefling										RACETYPE:Humanoid	RACESUBTYPE:Tiefling	TYPE:Humanoid.PC								SOURCEPAGE:PHB		SORTKEY:Base_PC	

###BLOCK:Ranger beasts
Beast of the Land				SIZE:M	MOVE:Walk,40,Climb,40	MONSTERCLASS:Hit Die:1	BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4																										LEGS:4	HANDS:0						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Beast of the Land										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Beast of the Land
Beast of the Sky				SIZE:S	MOVE:Walk,10,Fly,60	MONSTERCLASS:Hit Die:1	BONUS:STAT|STR|-4	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4																										LEGS:2	HANDS:0						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Beast of the Sky										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Beast of the Sky		
Beast of the Sea				SIZE:M	MOVE:Walk,5,Swim,60	MONSTERCLASS:Hit Die:1	BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4																										LEGS:2	HANDS:0						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Beast of the Sea										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Beast of the Sea
Animated Objects (Huge)				SIZE:H	MOVE:Walk,30	MONSTERCLASS:Hit Die:8	BONUS:STAT|STR|6			BONUS:STAT|INT|-8	BONUS:STAT|WIS|-8	BONUS:STAT|CHA|-10																										LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Force,*1,2d12		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Animated Objects										RACETYPE:Construct		TYPE:Construct	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Animate Objects	FACT:NoProfBonus|True
Animated Objects (Large)				SIZE:L	MOVE:Walk,30	MONSTERCLASS:Hit Die:4	BONUS:STAT|STR|6			BONUS:STAT|INT|-8	BONUS:STAT|WIS|-8	BONUS:STAT|CHA|-10																										LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Force,*1,2d6		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Animated Objects										RACETYPE:Construct		TYPE:Construct	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Animate Objects	FACT:NoProfBonus|True
Animated Objects (Medium)				SIZE:M	MOVE:Walk,30	MONSTERCLASS:Hit Die:2	BONUS:STAT|STR|6			BONUS:STAT|INT|-8	BONUS:STAT|WIS|-8	BONUS:STAT|CHA|-10																										LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Force,*1,1d4		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Animated Objects										RACETYPE:Construct		TYPE:Construct	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Animate Objects	FACT:NoProfBonus|True
Otherwordly Steed				SIZE:L	MOVE:Walk,60	MONSTERCLASS:Hit Die:1	BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2																									LEGS:4	HANDS:0						ABILITY:Internal|AUTOMATIC|Racial Trait ~ Otherworldy Steed										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Otherwordly Steed	FACT:NoProfBonus|True
Giant Insect (Centipede)			SIZE:L	MOVE:Walk,40,Climb,40	MONSTERCLASS:Hit Die:6	BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-8	BONUS:COMBAT|AC|1																									LEGS:40	HANDS:0				NATURALATTACKS:Poison Jab,Weapon.Natural.Melee.Piercing,*1,1d6		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Giant Insect (Centipede)										RACETYPE:Beast		TYPE:Beast	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Giant Insect	FACT:NoProfBonus|True
Giant Insect (Spider)			SIZE:L	MOVE:Walk,40,Climb,40	MONSTERCLASS:Hit Die:6	BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-8	BONUS:COMBAT|AC|1																									LEGS:8	HANDS:0				NATURALATTACKS:Poison Jab,Weapon.Natural.Melee.Piercing,*1,1d6	NATURALATTACKS:Web Bolt,Weapon.Natural.Ranged.Bludgeoning,*1,1d10,SPROP=Reach 10ft	ABILITY:Internal|AUTOMATIC|Racial Trait ~ Giant Insect (Spider)										RACETYPE:Beast		TYPE:Beast	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Giant Insect	FACT:NoProfBonus|True
Giant Insect (Wasp)			SIZE:L	MOVE:Walk,40,Climb,40,Fly,40	MONSTERCLASS:Hit Die:6	BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-8	BONUS:COMBAT|AC|1																									LEGS:4	HANDS:2				NATURALATTACKS:Poison Jab,Weapon.Natural.Melee.Piercing,*1,1d6		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Giant Insect (Wasp)										RACETYPE:Beast		TYPE:Beast	KIT:1|UA						CR:0	SOURCEPAGE:PHB		SORTKEY:Giant Insect	FACT:NoProfBonus|True
Aberrant Spirit (Beholderkin)			SIZE:M	MOVE:Walk,30,Fly,30	MONSTERCLASS:Hit Die:9	BONUS:STAT|STR|6	BONUS:STAT|DEX|0	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-4	BONUS:COMBAT|AC|1																									LEGS:0	HANDS:0				NATURALATTACKS:Eye Ray,Weapon.Natural.Melee.Psychic,*1,1d8		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Aberration (Beholderkin)										RACETYPE:Aberration		TYPE:Aberration	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Aberration	FACT:NoProfBonus|True
Aberrant Spirit (Slaad)			SIZE:M	MOVE:Walk,30	MONSTERCLASS:Hit Die:9	BONUS:STAT|STR|6	BONUS:STAT|DEX|0	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-4	BONUS:COMBAT|AC|1																									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Slashing,*1,1d10		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Aberration (Slaad)										RACETYPE:Aberration		TYPE:Aberration	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Aberration	FACT:NoProfBonus|True
Aberrant Spirit (Mind Flayer)			SIZE:M	MOVE:Walk,30	MONSTERCLASS:Hit Die:9	BONUS:STAT|STR|6	BONUS:STAT|DEX|0	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|0	BONUS:STAT|CHA|-4	BONUS:COMBAT|AC|1																									LEGS:2	HANDS:2				NATURALATTACKS:Psychic Slam,Weapon.Natural.Melee.Psychic,*1,1d8		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Aberration (Mind Flayer)										RACETYPE:Aberration		TYPE:Aberration	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Aberration	FACT:NoProfBonus|True
Bestial Spirit (Air)			SIZE:S	MOVE:Walk,30,Fly,30	MONSTERCLASS:Hit Die:3	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6	BONUS:COMBAT|AC|1																									LEGS:2	HANDS:2				NATURALATTACKS:Rend,Weapon.Natural.Melee.Piercing,*1,1d8		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Beast (Air)										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Beast	FACT:NoProfBonus|True
Bestial Spirit (Land)			SIZE:S	MOVE:Walk,30,Climb,30	MONSTERCLASS:Hit Die:5	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6	BONUS:COMBAT|AC|1																									LEGS:2	HANDS:2				NATURALATTACKS:Rend,Weapon.Natural.Melee.Piercing,*1,1d8		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Beast (Land)										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Beast	FACT:NoProfBonus|True
Bestial Spirit (Water)			SIZE:S	MOVE:Walk,30,Swim,30	MONSTERCLASS:Hit Die:5	BONUS:STAT|STR|8	BONUS:STAT|DEX|0	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6	BONUS:COMBAT|AC|1																									LEGS:2	HANDS:2				NATURALATTACKS:Rend,Weapon.Natural.Melee.Piercing,*1,1d8		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Beast (Water)										RACETYPE:Beast		TYPE:Beast	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Beast	FACT:NoProfBonus|True
Celestial Spirit (Defender)			SIZE:L	MOVE:Walk,30,Fly,40	MONSTERCLASS:Hit Die:7	BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|0	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	BONUS:COMBAT|AC|3																									LEGS:2	HANDS:2				NATURALATTACKS:Radiant Mace,Weapon.Natural.Melee.Radiant,*1,1d10		ABILITY:Internal|AUTOMATIC|Racial Trait ~ Summon Celestial (Defender)										RACETYPE:Celestial		TYPE:Celestial	KIT:1|TN						CR:0	SOURCEPAGE:PHB		SORTKEY:Summon Celestial	FACT:NoProfBonus|True
