SOURCELONG:Gozzilioni Monster Manual	SOURCESHORT:MM1	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Companion (Blink Dog)	KEY:Companion ~ Blink Dog		STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:4	MOVE:Walk,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Blink Dog				BONUS:STAT|DEX|6			BONUS:STAT|WIS|2		MONCSKILL:Hide|Listen|Sense Motive|Spot|Survival	CR:2		HITDICEADVANCEMENT:7,12	LEVELADJUSTMENT:2	LEGS:4	HANDS:0	SOURCEPAGE:MM1	KIT:1|Blink Dog Companion	
Companion (Chimera)	KEY:Companion ~ Chimera		STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:9	MOVE:Walk,30,Fly,50	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite (Dragon),Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6	NATURALATTACKS:Bite (Lion),Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8			FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Chimera			BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2		MONCSKILL:Hide|Listen|Spot	CR:7		HITDICEADVANCEMENT:13,27	LEVELADJUSTMENT:2	LEGS:4	HANDS:0	SOURCEPAGE:MM1	KIT:1|Chimera Companion	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8
Companion (Demon (Quasit))	KEY:Companion ~ Demon (Quasit)		STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Extraplanar|Evil	MONSTERCLASS:Outsider:3	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Demon (Quasit)	DR:10/Cold Iron or Good		BONUS:STAT|STR|-2	BONUS:STAT|DEX|6			BONUS:STAT|WIS|2		MONCSKILL:Bluff|Diplomacy|Disguise|Hide|Intimidate|TYPE.Knowledge|Listen|Move Silently|Search|Spellcraft|Spot	CR:2	KIT:1|CE	HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Demon (Quasit) Companion	
Companion (Devil (Erinyes))	KEY:Companion ~ Devil (Erinyes)		STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Baatezu|Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:9	MOVE:Walk,30,Fly,50	BONUS:COMBAT|AC|8|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Erinyes)	DR:5/Good	SR:20	BONUS:STAT|STR|10	BONUS:STAT|DEX|10	BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|10	MONCSKILL:Concentration|Diplomacy|Escape Artist|Hide|TYPE.Knowledge|Listen|Move Silently|Search|Sense Motive|Spot|Survival|Use Rope	CR:8	KIT:1|LE	HITDICEADVANCEMENT:18	LEVELADJUSTMENT:7	LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Devil (Erinyes) Companion	
Companion (Devil (Imp))	KEY:Companion ~ Devil (Imp)		STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful	MONSTERCLASS:Outsider:3	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d4,SPROP=Poison				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devil (Imp)	DR:5/Good or Silver			BONUS:STAT|DEX|6			BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Diplomacy|Hide|TYPE.Knowledge|Listen|Move silently|Search|Spellcraft|Spot|Survival	CR:2	KIT:1|LE	HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Devil (Imp) Companion	
Companion (Dinosaur (Elasmosaurus))	KEY:Companion ~ Dinosaur (Elasmosaurus)		STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:10	MOVE:Walk,20,Swim,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Elasmosaurus)			BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Spot|Swim	CR:7	KIT:1|TN	HITDICEADVANCEMENT:20,30		LEGS:0	HANDS:0	SOURCEPAGE:MM1	KIT:1|Dinosaur (Elasmosaurus) Companion	
Companion (Dinosaur (Megaraptor))	KEY:Companion ~ Dinosaur (Megaraptor)		STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:8	MOVE:Walk,60	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Talon,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8|Foreclaw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Megaraptor)			BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Hide|Jump|Listen|Spot|Survival	CR:6	KIT:1|TN	HITDICEADVANCEMENT:16,24		LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Dinosaur (Megaraptor) Companion	
Companion (Dinosaur (Triceratops))	KEY:Companion ~ Dinosaur (Triceratops)		STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:16	MOVE:Walk,30	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Triceratops)			BONUS:STAT|STR|20	BONUS:STAT|DEX|-2	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Listen|Spot	CR:9	KIT:1|TN	HITDICEADVANCEMENT:32,48		LEGS:4	HANDS:0	SOURCEPAGE:MM1	KIT:1|Dinosaur (Triceratops) Companion	
Companion (Dinosaur (Tyrannosaurus))	KEY:Companion ~ Dinosaur (Tyrannosaurus)		STARTFEATS:1	SIZE:H	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:18	MOVE:Walk,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dinosaur (Tyrannosaurus)			BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Hide|Listen|Spot	CR:8	KIT:1|TN	HITDICEADVANCEMENT:36,54		LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Dinosaur (Tyrannosaurus) Companion	
Companion (Dire Animal (Dire Ape))	KEY:Companion ~ Dire Animal (Dire Ape)		STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal (Dire):5	MOVE:Walk,30,Climb,15	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Animal (Dire Ape)			BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Climb|Listen|Move Silently|Spot	CR:3	KIT:1|TN	HITDICEADVANCEMENT:15		LEGS:2	HANDS:2	SOURCEPAGE:MM1	KIT:1|Dire Animal (Dire Ape) Companion	
